transaction_id,customer_id,transaction_date,transaction_type,payment_method,channel,transaction_amount,fee_amount,transaction_status
TXN00029401,CUST007623,2024-03-22,Card Purchase,Debit Card,Mobile App,5324.4,40.47,Completed
TXN00030846,CUST003352,2024-03-22,Card Purchase,Bank Transfer,Mobile App,14219.03,146.38,Completed
TXN00031633,CUST000403,2024-03-22,Mobile Top-up,Mobile Wallet,Web,1454.1,4.81,Completed
TXN00033705,CUST010452,2024-03-22,Online Payment,Bank Transfer,Mobile App,11120.13,125.41,Completed
TXN00033907,CUST008384,2024-03-22,Cash Withdrawal,Debit Card,Mobile App,9440.06,117.49,Completed
TXN00035699,CUST008394,2024-03-22,Bank Transfer,Debit Card,POS,10330.16,32.79,Completed
TXN00037347,CUST005497,2024-03-22,Mobile Top-up,Debit Card,POS,3794.63,11.03,Completed
TXN00037684,CUST000761,2024-03-22,Online Payment,Debit Card,POS,7818.79,81.54,Completed
TXN00037963,CUST003098,2024-03-22,Bank Transfer,QR Payment,ATM,19888.78,85.78,Completed
TXN00038472,CUST004608,2024-03-22,Bill Payment,Mobile Wallet,Mobile App,2840.29,20.07,Completed
TXN00039222,CUST005972,2024-03-22,Online Payment,Bank Transfer,Mobile App,21423.44,160.71,Completed
TXN00039258,CUST002711,2024-03-22,Mobile Top-up,Debit Card,Web,941.62,2.58,Completed
TXN00039718,CUST003098,2024-03-22,Card Purchase,Credit Card,Mobile App,25600.5,257.03,Completed
TXN00039847,CUST004685,2024-03-22,Card Purchase,QR Payment,Web,33362.09,285.4,Completed
TXN00041030,CUST001240,2024-03-22,Cash Withdrawal,Debit Card,POS,21918.2,310.64,Completed
TXN00042750,CUST005860,2024-03-22,Card Purchase,Debit Card,Web,3028.02,30.01,Completed
TXN00042991,CUST002449,2024-03-22,Card Purchase,Credit Card,Branch,7585.76,73.52,Completed
TXN00044129,CUST001587,2024-03-22,Online Payment,Debit Card,Web,6649.58,66.35,Completed
TXN00045671,CUST009715,2024-03-22,Card Purchase,Mobile Wallet,ATM,14028.79,103.39,Completed
TXN00047464,CUST007252,2024-03-22,Online Payment,Credit Card,Mobile App,8910.78,96.16,Completed
TXN00048311,CUST002494,2024-03-22,Bank Transfer,Credit Card,Mobile App,33717.56,154.64,Completed
TXN00048783,CUST007427,2024-03-22,Bill Payment,Bank Transfer,Mobile App,12827.96,59.15,Completed
TXN00051036,CUST005982,2024-03-22,Online Payment,Credit Card,ATM,4588.7,43.6,Completed
TXN00051825,CUST006697,2024-03-22,Card Purchase,Bank Transfer,POS,15336.12,112.93,Completed
TXN00052263,CUST005295,2024-03-22,Bill Payment,Mobile Wallet,Mobile App,4483.35,24.28,Completed
TXN00052567,CUST009360,2024-03-22,Card Purchase,Credit Card,Mobile App,3970.9,40.59,Completed
TXN00054459,CUST010977,2024-03-22,Bank Transfer,Debit Card,Web,39825.59,184.23,Completed
TXN00054765,CUST006442,2024-03-22,Online Payment,Credit Card,Web,3649.09,42.43,Completed
TXN00055035,CUST007908,2024-03-22,Online Payment,Bank Transfer,Web,31264.04,240.15,Completed
TXN00055110,CUST005015,2024-03-22,Cash Withdrawal,Debit Card,Web,28283.16,0.0,Failed
TXN00055971,CUST010615,2024-03-22,Mobile Top-up,Debit Card,Mobile App,2320.55,0.0,Failed
TXN00056235,CUST010293,2024-03-22,Bank Transfer,Debit Card,Mobile App,20684.3,82.32,Completed
TXN00056258,CUST001042,2024-03-22,Card Purchase,Mobile Wallet,POS,7318.12,77.41,Completed
TXN00056446,CUST011758,2024-03-22,Card Purchase,Bank Transfer,POS,10657.71,90.35,Completed
TXN00057038,CUST008021,2024-03-22,Cash Withdrawal,Debit Card,Mobile App,20252.6,240.74,Completed
TXN00057844,CUST000671,2024-03-22,Card Purchase,Credit Card,Mobile App,6790.81,71.31,Completed
TXN00058943,CUST011705,2024-03-22,Card Purchase,Bank Transfer,POS,6490.22,60.51,Completed
TXN00059491,CUST010730,2024-03-22,Bill Payment,Mobile Wallet,Web,5293.28,35.92,Completed
TXN00059785,CUST007383,2024-03-22,Bank Transfer,Mobile Wallet,Web,23736.4,105.62,Completed
TXN00060716,CUST004069,2024-03-22,Card Purchase,Debit Card,Mobile App,4687.48,34.08,Completed
TXN00061848,CUST005933,2024-03-22,Card Purchase,Debit Card,Web,2954.58,29.21,Completed
TXN00063060,CUST001473,2024-03-22,Bill Payment,Credit Card,Branch,3078.5,20.54,Completed
TXN00063303,CUST003900,2024-03-22,Card Purchase,Debit Card,Mobile App,6811.77,0.0,Failed
TXN00063980,CUST008363,2024-03-22,Online Payment,Bank Transfer,ATM,15556.5,142.79,Completed
TXN00064788,CUST001424,2024-03-22,Card Purchase,Debit Card,Mobile App,8271.66,84.27,Completed
TXN00065711,CUST007474,2024-03-22,Card Purchase,Debit Card,POS,4602.1,32.17,Completed
TXN00066508,CUST010078,2024-03-22,Card Purchase,Mobile Wallet,Mobile App,2438.0,21.55,Completed
TXN00066703,CUST002537,2024-03-22,Online Payment,Credit Card,POS,3084.07,23.61,Completed
TXN00066932,CUST008351,2024-03-22,Bank Transfer,Bank Transfer,ATM,22959.31,93.6,Completed
TXN00067103,CUST006498,2024-03-22,Bill Payment,Debit Card,ATM,21351.81,139.57,Completed
TXN00069124,CUST007986,2024-03-22,Mobile Top-up,Credit Card,POS,1000.25,3.15,Completed
TXN00069206,CUST008768,2024-03-22,Online Payment,Debit Card,Mobile App,16632.27,167.89,Completed
TXN00070605,CUST010231,2024-03-22,Bill Payment,Bank Transfer,POS,5873.93,32.73,Completed
TXN00070914,CUST004705,2024-03-22,Bank Transfer,Debit Card,Mobile App,29927.28,120.12,Completed
TXN00072160,CUST000011,2024-03-22,Card Purchase,Bank Transfer,Mobile App,8679.43,0.0,Failed
TXN00072584,CUST010035,2024-03-22,Card Purchase,Credit Card,ATM,1569.52,14.9,Completed
TXN00072654,CUST009486,2024-03-22,Bank Transfer,Debit Card,Mobile App,20660.12,93.46,Completed
TXN00072765,CUST007058,2024-03-22,Bill Payment,Mobile Wallet,Mobile App,6931.25,33.13,Completed
TXN00073282,CUST005467,2024-03-22,Card Purchase,Mobile Wallet,Web,8881.3,75.69,Completed
TXN00073591,CUST009178,2024-03-22,Card Purchase,Bank Transfer,ATM,6554.85,60.22,Completed
TXN00074456,CUST001847,2024-03-22,Card Purchase,Debit Card,POS,7436.58,62.56,Completed
TXN00074491,CUST008785,2024-03-22,Card Purchase,Credit Card,POS,3338.53,25.49,Completed
TXN00074592,CUST004626,2024-03-22,Online Payment,Debit Card,ATM,6530.99,55.87,Completed
TXN00075930,CUST003536,2024-03-22,Card Purchase,Debit Card,Mobile App,9756.61,104.56,Completed
TXN00075950,CUST011935,2024-03-22,Card Purchase,Mobile Wallet,Mobile App,15225.96,148.17,Completed
TXN00076332,CUST011434,2024-03-22,Bank Transfer,Credit Card,Mobile App,25437.9,85.08,Completed
TXN00077429,CUST010833,2024-03-22,Card Purchase,Bank Transfer,POS,32442.0,0.0,Reversed
TXN00077650,CUST005270,2024-03-22,Card Purchase,QR Payment,POS,11639.21,118.71,Completed
TXN00079658,CUST010295,2024-03-22,Bill Payment,Debit Card,Mobile App,30461.18,162.19,Completed
TXN00080145,CUST000979,2024-03-22,Card Purchase,Mobile Wallet,POS,3740.97,27.52,Completed
TXN00080620,CUST002324,2024-03-22,Bill Payment,Mobile Wallet,POS,5516.99,37.2,Completed
TXN00080882,CUST011641,2024-03-22,Bank Transfer,Debit Card,Mobile App,29055.18,93.04,Completed
TXN00081021,CUST003558,2024-03-22,Bill Payment,Debit Card,Web,4943.32,33.35,Completed
TXN00081245,CUST011504,2024-03-22,Online Payment,Credit Card,Mobile App,17148.26,190.26,Completed
TXN00081648,CUST002804,2024-03-22,Bill Payment,Debit Card,POS,11098.19,52.7,Completed
TXN00084628,CUST002997,2024-03-22,Online Payment,Debit Card,Mobile App,13392.18,116.42,Completed
TXN00087811,CUST010443,2024-03-22,Bank Transfer,Credit Card,Web,37121.62,162.8,Completed
TXN00088385,CUST001385,2024-03-22,Cash Withdrawal,Credit Card,Mobile App,2582.89,27.41,Completed
TXN00090082,CUST001227,2024-03-22,Online Payment,Bank Transfer,Mobile App,5427.27,54.08,Completed
TXN00091305,CUST004874,2024-03-22,Mobile Top-up,Credit Card,Branch,2664.57,6.22,Completed
TXN00091503,CUST006877,2024-03-22,Card Purchase,Bank Transfer,Mobile App,5560.5,42.77,Completed
TXN00091647,CUST000545,2024-03-22,Bank Transfer,Credit Card,Mobile App,42488.03,148.82,Completed
TXN00091799,CUST001106,2024-03-22,Bank Transfer,Credit Card,ATM,13325.76,0.0,Failed
TXN00093425,CUST006384,2024-03-22,Bank Transfer,Bank Transfer,Mobile App,55953.01,259.8,Completed
TXN00094724,CUST007996,2024-03-22,Online Payment,Debit Card,POS,19584.96,210.14,Completed
TXN00095623,CUST011600,2024-03-22,Card Purchase,Credit Card,Mobile App,14767.27,108.69,Completed
TXN00096972,CUST000700,2024-03-22,Bill Payment,QR Payment,Mobile App,32413.36,159.08,Completed
TXN00097207,CUST001777,2024-03-22,Cash Withdrawal,Credit Card,Mobile App,11843.23,127.24,Completed
TXN00097993,CUST009655,2024-03-22,Card Purchase,Bank Transfer,Branch,6962.7,59.68,Completed
TXN00098628,CUST006046,2024-03-22,Bank Transfer,Debit Card,Mobile App,50220.3,226.88,Completed
TXN00098994,CUST008926,2024-03-22,Bank Transfer,Bank Transfer,Mobile App,18752.55,78.79,Completed
TXN00099927,CUST006659,2024-03-22,Bill Payment,Debit Card,POS,11045.72,77.65,Completed
TXN00100929,CUST011954,2024-03-22,Bill Payment,Mobile Wallet,ATM,5577.46,32.23,Completed
TXN00101161,CUST009821,2024-03-22,Bank Transfer,Mobile Wallet,Mobile App,28808.41,0.0,Failed
TXN00101821,CUST007938,2024-03-22,Card Purchase,Debit Card,Mobile App,10418.43,106.3,Completed
TXN00101968,CUST010786,2024-03-22,Card Purchase,Mobile Wallet,Mobile App,8111.12,83.44,Completed
TXN00102315,CUST008476,2024-03-22,Card Purchase,Mobile Wallet,Web,2581.4,19.78,Completed
TXN00102868,CUST000514,2024-03-22,Bank Transfer,Debit Card,Mobile App,3664.56,14.91,Completed
TXN00102957,CUST011363,2024-03-22,Mobile Top-up,Debit Card,ATM,1174.36,3.21,Completed
TXN00104675,CUST010588,2024-03-22,Card Purchase,Bank Transfer,Web,2923.79,30.54,Completed
TXN00105030,CUST007799,2024-03-22,Online Payment,Credit Card,POS,3463.17,38.41,Completed
TXN00105072,CUST010021,2024-03-22,Card Purchase,Debit Card,Mobile App,8099.75,80.52,Completed
TXN00105503,CUST002706,2024-03-22,Bank Transfer,Bank Transfer,Web,20752.71,76.94,Completed
TXN00106316,CUST003909,2024-03-22,Mobile Top-up,Credit Card,ATM,2758.06,9.42,Completed
TXN00106490,CUST000388,2024-03-22,Online Payment,Debit Card,Mobile App,7251.11,84.59,Completed
TXN00106604,CUST000044,2024-03-22,Card Purchase,Mobile Wallet,Mobile App,6299.42,50.38,Completed
TXN00107401,CUST000538,2024-03-22,Card Purchase,Mobile Wallet,Branch,2433.42,0.0,Reversed
TXN00108323,CUST008250,2024-03-22,Card Purchase,Bank Transfer,Branch,9116.05,75.86,Completed
TXN00108973,CUST010238,2024-03-22,Card Purchase,Bank Transfer,POS,4726.63,44.87,Completed
TXN00110322,CUST006484,2024-03-22,Bank Transfer,Debit Card,Web,84809.35,354.76,Completed
TXN00110366,CUST002640,2024-03-22,Card Purchase,Credit Card,POS,3960.88,31.35,Completed
TXN00110776,CUST010226,2024-03-22,Bill Payment,Debit Card,POS,7621.37,46.84,Completed
TXN00111272,CUST006144,2024-03-22,Bank Transfer,Credit Card,ATM,19215.5,90.62,Completed
TXN00111288,CUST010543,2024-03-22,Cash Withdrawal,QR Payment,POS,11706.39,162.03,Completed
TXN00111350,CUST010387,2024-03-22,Card Purchase,Credit Card,Web,10655.18,78.55,Completed
TXN00112040,CUST004878,2024-03-22,Mobile Top-up,Debit Card,POS,682.73,2.27,Completed
TXN00112262,CUST009721,2024-03-22,Bank Transfer,Credit Card,POS,23096.26,73.43,Completed
TXN00113070,CUST004111,2024-03-22,Bank Transfer,QR Payment,Mobile App,23923.39,78.88,Completed
TXN00114784,CUST007843,2024-03-22,Bank Transfer,Credit Card,Mobile App,33956.72,107.25,Completed
TXN00114942,CUST006255,2024-03-22,Card Purchase,Mobile Wallet,POS,8188.47,58.7,Completed
TXN00115703,CUST011752,2024-03-22,Mobile Top-up,Mobile Wallet,Mobile App,2493.7,8.84,Completed
TXN00116527,CUST008932,2024-03-22,Card Purchase,Debit Card,Mobile App,3269.87,23.35,Completed
TXN00118209,CUST000605,2024-03-22,Online Payment,Mobile Wallet,Web,24951.79,235.87,Completed
TXN00118557,CUST005661,2024-03-22,Card Purchase,Bank Transfer,POS,33174.07,282.88,Completed
TXN00118587,CUST007799,2024-03-22,Online Payment,Bank Transfer,Web,12766.18,121.8,Completed
TXN00118764,CUST002012,2024-03-22,Mobile Top-up,Debit Card,ATM,1505.46,4.34,Completed
TXN00118816,CUST006572,2024-03-22,Card Purchase,Debit Card,Web,7006.18,59.03,Completed
TXN00119150,CUST007012,2024-03-22,Bank Transfer,Debit Card,POS,21426.32,81.84,Completed
TXN00119380,CUST005400,2024-03-22,Online Payment,Mobile Wallet,Web,17599.21,168.85,Completed
TXN00121530,CUST003847,2024-03-22,Bill Payment,Mobile Wallet,Branch,6047.13,38.4,Completed
TXN00122637,CUST009721,2024-03-22,Card Purchase,Mobile Wallet,Mobile App,4351.62,41.21,Completed
TXN00123954,CUST004589,2024-03-22,Bank Transfer,Debit Card,POS,77891.94,0.0,Failed
TXN00124896,CUST002943,2024-03-22,Card Purchase,QR Payment,Mobile App,5203.17,42.67,Completed
TXN00125253,CUST010027,2024-03-22,Mobile Top-up,Debit Card,Branch,4434.16,14.41,Completed
TXN00125624,CUST007708,2024-03-22,Card Purchase,Bank Transfer,POS,7676.22,64.47,Completed
TXN00125909,CUST001253,2024-03-22,Card Purchase,Credit Card,Mobile App,11711.8,101.22,Completed
TXN00126402,CUST001913,2024-03-22,Cash Withdrawal,QR Payment,Mobile App,16437.68,163.63,Completed
TXN00126660,CUST007431,2024-03-22,Card Purchase,Credit Card,Mobile App,2837.85,28.55,Completed
TXN00127371,CUST011044,2024-03-22,Cash Withdrawal,Credit Card,POS,7027.0,83.61,Completed
TXN00127380,CUST003509,2024-03-22,Online Payment,Mobile Wallet,POS,13153.03,116.08,Completed
TXN00127531,CUST010297,2024-03-22,Card Purchase,Mobile Wallet,Branch,4643.88,40.2,Completed
TXN00129176,CUST002703,2024-03-22,Card Purchase,Bank Transfer,Web,18586.12,145.14,Completed
TXN00129463,CUST005178,2024-03-22,Cash Withdrawal,Mobile Wallet,Mobile App,7111.74,70.5,Completed
TXN00129479,CUST004267,2024-03-22,Bank Transfer,Mobile Wallet,POS,61345.11,225.76,Completed
TXN00129700,CUST009003,2024-03-22,Card Purchase,Debit Card,Mobile App,18455.78,196.66,Completed
TXN00129721,CUST003042,2024-03-22,Bank Transfer,Mobile Wallet,Branch,22211.08,102.37,Completed
TXN00130132,CUST007012,2024-03-22,Online Payment,Mobile Wallet,Web,7515.27,80.88,Completed
TXN00130625,CUST000090,2024-03-22,Bank Transfer,Debit Card,Mobile App,9912.78,0.0,Reversed
TXN00130709,CUST010024,2024-03-22,Card Purchase,QR Payment,POS,8371.83,87.59,Completed
TXN00132788,CUST001149,2024-03-22,Bank Transfer,QR Payment,Mobile App,16937.29,76.3,Completed
TXN00132800,CUST008988,2024-03-22,Cash Withdrawal,Mobile Wallet,Web,12073.78,168.94,Completed
TXN00133936,CUST007558,2024-03-22,Bank Transfer,Mobile Wallet,POS,80365.7,306.78,Completed
TXN00135551,CUST007259,2024-03-22,Card Purchase,Debit Card,POS,8227.5,75.69,Completed
TXN00135987,CUST008668,2024-03-22,Card Purchase,Debit Card,POS,4170.64,35.08,Completed
TXN00136693,CUST003028,2024-03-22,Cash Withdrawal,Credit Card,POS,11584.11,146.37,Completed
TXN00137236,CUST002195,2024-03-22,Cash Withdrawal,Mobile Wallet,ATM,7740.52,104.18,Completed
TXN00137613,CUST006731,2024-03-22,Card Purchase,QR Payment,Mobile App,6277.16,50.17,Completed
TXN00137715,CUST003219,2024-03-22,Online Payment,Credit Card,ATM,10239.12,84.6,Completed
TXN00137875,CUST008345,2024-03-22,Cash Withdrawal,QR Payment,Mobile App,20918.32,203.51,Completed
TXN00138808,CUST003313,2024-03-22,Cash Withdrawal,QR Payment,Branch,12980.17,123.65,Completed
TXN00139006,CUST003954,2024-03-22,Bank Transfer,Mobile Wallet,POS,56577.8,0.0,Reversed
TXN00139075,CUST006529,2024-03-22,Card Purchase,Credit Card,Mobile App,4708.03,36.55,Completed
TXN00139593,CUST004134,2024-03-22,Bill Payment,Debit Card,Branch,1735.1,10.01,Completed
TXN00139640,CUST001669,2024-03-22,Mobile Top-up,Mobile Wallet,POS,729.05,1.77,Completed
TXN00139694,CUST010097,2024-03-22,Cash Withdrawal,QR Payment,Mobile App,6577.23,71.42,Completed
TXN00139885,CUST011722,2024-03-22,Bank Transfer,Credit Card,Mobile App,32780.27,132.27,Completed
TXN00139886,CUST004961,2024-03-22,Card Purchase,Debit Card,Mobile App,6022.5,55.27,Completed
TXN00140393,CUST010021,2024-03-22,Bill Payment,QR Payment,POS,9336.57,51.93,Completed
TXN00140867,CUST001842,2024-03-22,Cash Withdrawal,Mobile Wallet,Mobile App,5094.83,66.57,Completed
TXN00140881,CUST005661,2024-03-22,Card Purchase,Mobile Wallet,Mobile App,2580.4,27.6,Completed
TXN00142622,CUST009802,2024-03-22,Bank Transfer,Mobile Wallet,Web,55352.0,248.95,Completed
TXN00142816,CUST010241,2024-03-22,Cash Withdrawal,Debit Card,Web,8295.17,0.0,Failed
TXN00142889,CUST004046,2024-03-22,Bill Payment,Credit Card,Web,28602.58,160.36,Completed
TXN00143250,CUST002940,2024-03-22,Bank Transfer,Bank Transfer,Web,20237.33,95.18,Completed
TXN00143445,CUST010160,2024-03-22,Card Purchase,Credit Card,POS,27866.23,278.17,Completed
TXN00144385,CUST004457,2024-03-22,Card Purchase,Credit Card,Branch,10345.19,108.5,Completed
TXN00144661,CUST003158,2024-03-22,Bill Payment,Mobile Wallet,Web,5911.24,41.5,Completed
TXN00144709,CUST008444,2024-03-22,Online Payment,Bank Transfer,POS,18017.82,152.01,Completed
TXN00145186,CUST008406,2024-03-22,Bank Transfer,Credit Card,POS,42638.75,140.48,Completed
TXN00145533,CUST009604,2024-03-22,Bank Transfer,Debit Card,Branch,17677.7,68.67,Completed
TXN00146107,CUST001603,2024-03-22,Bill Payment,Credit Card,Web,4802.56,31.48,Completed
TXN00146243,CUST001744,2024-03-22,Bank Transfer,Credit Card,ATM,19499.47,83.8,Completed
TXN00147365,CUST003200,2024-03-22,Bank Transfer,Mobile Wallet,ATM,47877.48,168.89,Completed
TXN00148715,CUST003484,2024-03-22,Online Payment,Credit Card,Web,3254.95,34.84,Completed
TXN00149349,CUST008234,2024-03-22,Bill Payment,Mobile Wallet,Mobile App,5305.65,31.61,Completed
TXN00149770,CUST005962,2024-03-22,Bank Transfer,Debit Card,Web,26964.11,93.78,Completed
TXN00002510,CUST006862,2024-03-23,Mobile Top-up,Mobile Wallet,Web,2075.48,5.69,Completed
TXN00002531,CUST002890,2024-03-23,Cash Withdrawal,QR Payment,Web,12917.31,174.02,Completed
TXN00003721,CUST003710,2024-03-23,Mobile Top-up,Credit Card,Mobile App,2746.36,7.68,Completed
TXN00004813,CUST008860,2024-03-23,Cash Withdrawal,Mobile Wallet,POS,7693.96,72.6,Completed
TXN00006960,CUST001275,2024-03-23,Bill Payment,Debit Card,ATM,18376.15,102.88,Completed
TXN00007808,CUST011164,2024-03-23,Bill Payment,Bank Transfer,Web,12180.25,66.19,Completed
TXN00008158,CUST008072,2024-03-23,Cash Withdrawal,Credit Card,ATM,23191.68,273.37,Completed
TXN00008756,CUST007582,2024-03-23,Cash Withdrawal,Mobile Wallet,POS,25300.6,347.5,Completed
TXN00009295,CUST002900,2024-03-23,Card Purchase,QR Payment,POS,6822.32,66.22,Completed
TXN00009526,CUST004225,2024-03-23,Card Purchase,Debit Card,Web,5180.21,0.0,Failed
TXN00009796,CUST009028,2024-03-23,Card Purchase,Credit Card,Branch,3032.85,28.0,Completed
TXN00009862,CUST001500,2024-03-23,Card Purchase,Bank Transfer,Mobile App,1982.64,20.21,Completed
TXN00010048,CUST011860,2024-03-23,Mobile Top-up,Bank Transfer,POS,2871.1,9.81,Completed
TXN00012190,CUST008621,2024-03-23,Card Purchase,Debit Card,ATM,4041.38,27.61,Completed
TXN00014016,CUST006416,2024-03-23,Cash Withdrawal,QR Payment,Mobile App,8602.88,117.54,Completed
TXN00014565,CUST007041,2024-03-23,Online Payment,Debit Card,Mobile App,8424.89,75.11,Completed
TXN00014660,CUST003270,2024-03-23,Online Payment,Credit Card,Mobile App,10297.26,93.39,Completed
TXN00014676,CUST000391,2024-03-23,Bank Transfer,Mobile Wallet,Web,4847.66,15.93,Completed
TXN00014711,CUST003770,2024-03-23,Card Purchase,QR Payment,Mobile App,8041.08,69.09,Completed
TXN00015034,CUST002493,2024-03-23,Bank Transfer,Debit Card,ATM,28358.58,129.15,Completed
TXN00015869,CUST009617,2024-03-23,Cash Withdrawal,Mobile Wallet,Mobile App,4199.02,41.39,Completed
TXN00017441,CUST006331,2024-03-23,Bill Payment,Credit Card,Web,14365.23,72.5,Completed
TXN00017834,CUST010061,2024-03-23,Bill Payment,Bank Transfer,ATM,16527.44,95.09,Completed
TXN00018565,CUST003237,2024-03-23,Bank Transfer,Bank Transfer,Mobile App,79245.46,242.94,Completed
TXN00020046,CUST007581,2024-03-23,Card Purchase,Credit Card,Mobile App,13529.45,107.47,Completed
TXN00020452,CUST010293,2024-03-23,Bill Payment,Debit Card,POS,9747.17,69.35,Completed
TXN00023307,CUST009070,2024-03-23,Bill Payment,QR Payment,Mobile App,3407.92,18.19,Completed
TXN00023631,CUST001253,2024-03-23,Bank Transfer,Mobile Wallet,Mobile App,21187.4,98.7,Completed
TXN00024035,CUST007012,2024-03-23,Card Purchase,Credit Card,ATM,1735.1,16.89,Completed
TXN00025905,CUST000918,2024-03-23,Bill Payment,Credit Card,Mobile App,24263.94,124.12,Completed
TXN00026273,CUST009952,2024-03-23,Cash Withdrawal,Bank Transfer,Mobile App,7345.12,97.07,Completed
TXN00026721,CUST011802,2024-03-23,Bill Payment,Mobile Wallet,Mobile App,9804.59,64.69,Completed
TXN00026873,CUST002723,2024-03-23,Card Purchase,Debit Card,Mobile App,17379.82,121.37,Completed
TXN00027518,CUST004539,2024-03-23,Online Payment,Credit Card,Branch,9532.92,98.27,Completed
TXN00027651,CUST011903,2024-03-23,Card Purchase,Credit Card,ATM,3885.4,34.1,Completed
TXN00027694,CUST001065,2024-03-23,Card Purchase,Mobile Wallet,POS,13199.5,106.58,Completed
TXN00028194,CUST000891,2024-03-23,Card Purchase,Credit Card,Mobile App,4754.21,36.53,Completed
TXN00028595,CUST005739,2024-03-23,Bill Payment,Credit Card,ATM,13488.88,80.12,Completed
TXN00029078,CUST008652,2024-03-23,Bill Payment,Mobile Wallet,Branch,12836.01,68.87,Completed
TXN00029116,CUST010939,2024-03-23,Card Purchase,Mobile Wallet,Mobile App,12242.82,98.74,Completed
TXN00029493,CUST001754,2024-03-23,Bank Transfer,Mobile Wallet,Mobile App,14639.22,65.26,Completed
TXN00029574,CUST000093,2024-03-23,Bill Payment,Debit Card,Mobile App,4130.02,0.0,Reversed
TXN00030127,CUST004805,2024-03-23,Bill Payment,Credit Card,Web,16181.89,91.35,Completed
TXN00030259,CUST004567,2024-03-23,Card Purchase,Debit Card,Mobile App,3633.92,0.0,Failed
TXN00030513,CUST000031,2024-03-23,Bill Payment,Debit Card,POS,3802.85,17.41,Completed
TXN00030626,CUST010080,2024-03-23,Cash Withdrawal,Credit Card,Mobile App,14241.64,148.57,Completed
TXN00030690,CUST000292,2024-03-23,Card Purchase,Bank Transfer,Mobile App,4791.61,34.35,Completed
TXN00031376,CUST001927,2024-03-23,Online Payment,Bank Transfer,ATM,1892.69,18.83,Completed
TXN00032066,CUST009579,2024-03-23,Mobile Top-up,Credit Card,POS,483.89,1.19,Completed
TXN00033674,CUST007316,2024-03-23,Online Payment,Bank Transfer,POS,30186.78,0.0,Reversed
TXN00034036,CUST007670,2024-03-23,Online Payment,Bank Transfer,ATM,7751.68,71.46,Completed
TXN00035886,CUST001274,2024-03-23,Bill Payment,Debit Card,Branch,15104.88,99.01,Completed
TXN00035940,CUST001609,2024-03-23,Cash Withdrawal,Bank Transfer,Mobile App,15347.15,193.8,Completed
TXN00036517,CUST006699,2024-03-23,Bill Payment,Credit Card,Web,7763.25,42.78,Completed
TXN00037745,CUST003026,2024-03-23,Bank Transfer,QR Payment,POS,23188.71,72.35,Completed
TXN00039368,CUST000379,2024-03-23,Bank Transfer,QR Payment,Mobile App,35748.62,169.94,Completed
TXN00039817,CUST002006,2024-03-23,Bank Transfer,Debit Card,Mobile App,73596.26,337.43,Completed
TXN00039979,CUST003282,2024-03-23,Card Purchase,Mobile Wallet,Mobile App,2584.18,26.59,Completed
TXN00040051,CUST001848,2024-03-23,Card Purchase,Mobile Wallet,Mobile App,17534.44,157.44,Completed
TXN00042450,CUST002745,2024-03-23,Bank Transfer,Bank Transfer,ATM,26034.53,123.4,Completed
TXN00042999,CUST007474,2024-03-23,Mobile Top-up,Debit Card,Mobile App,1049.73,2.45,Completed
TXN00043179,CUST005649,2024-03-23,Cash Withdrawal,Mobile Wallet,Mobile App,19734.16,248.25,Completed
TXN00044249,CUST005131,2024-03-23,Card Purchase,Debit Card,Mobile App,11433.72,112.39,Completed
TXN00044818,CUST003317,2024-03-23,Bill Payment,Debit Card,Mobile App,2583.49,17.72,Completed
TXN00044958,CUST002123,2024-03-23,Cash Withdrawal,Bank Transfer,ATM,11037.73,158.05,Completed
TXN00045363,CUST003883,2024-03-23,Cash Withdrawal,Credit Card,POS,9237.29,0.0,Failed
TXN00045518,CUST005539,2024-03-23,Card Purchase,QR Payment,ATM,1185.09,8.95,Completed
TXN00045536,CUST002892,2024-03-23,Card Purchase,Credit Card,POS,2367.04,19.26,Completed
TXN00046016,CUST006245,2024-03-23,Mobile Top-up,Credit Card,Mobile App,1190.97,0.0,Failed
TXN00046132,CUST010833,2024-03-23,Card Purchase,QR Payment,Mobile App,7699.1,59.14,Completed
TXN00046397,CUST004266,2024-03-23,Online Payment,Mobile Wallet,Mobile App,11768.8,101.1,Completed
TXN00047610,CUST008723,2024-03-23,Mobile Top-up,Credit Card,Mobile App,1016.71,2.76,Completed
TXN00047681,CUST009611,2024-03-23,Card Purchase,Debit Card,POS,13079.28,124.65,Completed
TXN00048114,CUST001475,2024-03-23,Card Purchase,Debit Card,POS,5577.78,38.73,Completed
TXN00049070,CUST003869,2024-03-23,Bill Payment,Debit Card,POS,10123.69,60.29,Completed
TXN00050075,CUST006680,2024-03-23,Online Payment,Credit Card,Web,17186.9,195.57,Completed
TXN00050423,CUST003473,2024-03-23,Bank Transfer,Bank Transfer,POS,12559.3,52.58,Completed
TXN00051553,CUST010443,2024-03-23,Mobile Top-up,Credit Card,POS,4632.76,15.47,Completed
TXN00052028,CUST000178,2024-03-23,Online Payment,Mobile Wallet,Mobile App,18675.21,209.94,Completed
TXN00052469,CUST004393,2024-03-23,Bank Transfer,Bank Transfer,POS,20156.52,71.26,Completed
TXN00052522,CUST004200,2024-03-23,Bank Transfer,Credit Card,ATM,74456.8,314.82,Completed
TXN00052684,CUST007863,2024-03-23,Card Purchase,Mobile Wallet,Mobile App,2837.34,25.09,Completed
